Comp_ID  105 105 107 108 109 110 111 166 167 169 170 171 172 173 174 175 176 177 178 184 189 190 191 192 193 194 195 196 197 198 199 200 201 247 265 266 267 268 269 271 272 275 276 278 279 280 283 356 359 360 362 363 376 377 379 380 381 382 383 384 385 386 387 389
ZINC000003247700  -0.0586 -0.0070 -0.0580 -0.0300 -0.0100 -0.0180 -0.0550 -0.0370 -0.1287 -2.5867 -0.0810 -0.1360 -2.1646 -1.9680 -0.0660 -0.1020 -1.9905 -0.8355 -0.1284 -1.7331 -0.0750 -0.0590 -1.2613 -3.8088 -0.0871 -0.0800 -2.9788 -1.7432 -0.0580 -0.1100 -3.6897 -0.0718 -0.0270 -0.0260 -0.0140 -0.2504 -2.9387 -0.1672 -0.1485 -0.0100 -0.2171 -0.2320 -0.0140 -2.2939 -0.0520 -0.0430 -1.4745 -1.9130 -0.0820 -0.0350 -1.4235 -0.0230 -0.0130 -1.1668 -0.1020 -0.0360 -0.1348 -2.6629 -0.1986 -0.0242 -0.0937 -0.2790 -0.0150 -0.0280
ZINC000004274872  -0.0520 -0.0140 -0.6309 -0.0700 -0.0300 -0.0420 -0.0130 -0.0090 -0.1816 -1.2924 -0.0320 -0.0860 -1.6090 -3.4260 -0.0550 -0.0680 -2.1902 -1.6052 -0.0280 -1.7272 -0.0490 -0.0480 -0.7886 -3.4358 -0.0590 -0.0730 -2.1243 -1.4661 -0.0250 -0.0600 -1.8329 -0.0400 -0.0380 -0.0690 -0.0570 -1.8734 -4.8303 -0.6198 -0.1234 0.0010 -0.1435 -0.3320 -0.0370 -2.1351 -0.0740 -0.0430 -0.4696 -1.2956 -0.0687 -0.0840 -1.4050 -0.1812 -0.0520 -1.5981 -0.4530 -0.0500 -0.1590 -0.8820 -0.0810 -0.0620 -0.2537 -0.0330 -0.0210 -0.0030
ZINC000011597662  -0.0280 -0.0120 -0.0955 -0.0330 -0.0160 -0.0200 -0.0490 -0.0330 -0.2834 -3.3842 -0.1157 -0.0727 -1.3415 -3.6311 -0.0510 -0.0410 -1.8353 -1.0033 -0.0040 -0.8974 -0.0560 -0.0470 -0.3837 -3.3559 0.0576 -0.2020 -3.8711 -1.8892 -0.0696 -0.1100 -2.1324 -0.1660 -0.0740 -0.0690 -0.0360 -0.6926 -4.2492 -0.6039 -1.2552 -0.0910 -0.4607 -1.5882 -0.0250 -4.6438 -0.1549 -0.0450 -1.0330 -0.5218 -0.1070 -0.0400 -1.6054 -0.0240 -0.0090 -2.1725 -0.1468 -0.0100 -0.0926 -1.8303 -0.1040 -0.0130 -1.3557 -0.0700 -0.0220 -0.0080
ZINC000012823397  -0.0698 -0.0170 -0.2106 -0.0640 -0.0160 -0.0230 -0.0420 -0.0170 -0.1721 -2.8300 -0.0610 -0.0581 -0.6252 -3.2607 -0.0600 -0.0994 -2.0562 -1.0047 -0.0030 -1.1550 -0.0490 -0.0330 -0.2496 -3.0580 -0.0025 -0.0840 -2.1026 -1.5719 -0.0090 -0.1080 -1.8275 -0.0710 -0.0660 -0.0240 -0.0360 -0.5148 -4.4996 -0.4664 -0.8685 -0.0790 -0.1332 -1.3476 -0.0240 -3.6232 -0.1363 -0.0290 -1.2569 -0.6329 -0.1252 -0.0190 -1.2247 -0.0330 -0.0030 -0.9818 -0.1714 -0.0230 -0.0920 -1.1546 -0.0500 -0.0350 -0.5508 -0.0600 -0.0090 -0.0130
ZINC000129765703  -0.0410 0.0020 -0.2684 -0.0540 -0.0110 -0.0200 -0.0390 -0.0200 -0.1208 -2.7666 -0.0690 -0.0870 -1.0195 -3.3882 -0.0520 -0.0710 -1.8957 -0.7769 0.0150 -1.5415 -0.0420 -0.0430 -0.5663 -3.0657 0.0530 -0.0970 -1.9393 -0.6399 0.0250 -0.0950 -2.9389 0.0465 -0.0900 -0.0870 -0.0160 -0.7702 -2.7023 -0.4831 -0.4297 -0.0370 -0.7579 -1.1312 -0.0360 -3.5780 -0.0840 -0.0260 -1.0242 -0.7919 -0.1330 0.0150 -0.2978 -0.0140 -0.0140 -1.4624 -0.1569 -0.0200 -0.0142 -3.2137 -0.1410 0.0120 -1.2047 -0.1199 -0.0220 -0.0190
ZINC000433622875  -0.0270 -0.0090 -0.0500 -0.0240 -0.0100 -0.0150 -0.0100 -0.0060 -0.1509 -2.1966 -0.0210 -0.0990 -1.3816 -3.0885 -0.0440 -0.0860 -1.3754 -0.5100 -0.0020 -0.7728 -0.0430 -0.0380 -0.4575 -3.9209 0.0580 -0.0960 -1.6697 -2.0745 -0.0280 -0.0480 -0.6733 -0.0650 -0.0930 -0.0220 -0.0240 -0.2790 -4.2287 -0.0484 -1.2432 -0.1230 -1.0887 -1.8686 -0.0140 -3.5290 -0.4060 -0.0420 -0.2603 -0.7641 -0.2035 -0.0040 -0.6719 -0.0240 -0.0100 -1.2646 -0.0953 -0.0200 0.0220 -2.4670 -0.0650 -0.0190 -0.5447 -0.0450 -0.0190 -0.0040
ZINC000443856513  -0.0749 -0.0380 -0.6057 -0.0570 -0.0490 -0.0430 -0.0300 -0.0180 -0.2879 -2.4667 -0.0730 -0.0800 -1.6513 -3.6488 -0.0750 -0.0720 -2.8578 -2.6022 -0.0390 -1.7424 -0.0850 -0.0470 -1.0863 -3.5669 -0.0742 -0.0680 -2.5953 -1.0645 -0.0520 -0.0610 -1.8272 -0.1125 -0.0170 -0.0330 -0.0170 -0.4055 -1.4605 -0.9147 -0.0630 -0.0140 -0.0340 -0.0650 -0.0100 -1.4684 -0.0360 -0.0370 -0.6848 -1.5474 -0.0560 -0.0440 -1.1840 -0.1410 -0.0020 -2.1433 -0.4089 -0.0340 -0.0830 -1.0506 -0.0780 -0.1290 -1.1023 -0.0988 -0.0510 -0.0050
ZINC000463250746  -0.0440 -0.0090 -0.0560 -0.0430 -0.0140 -0.0210 -0.0030 -0.0060 -0.1620 -1.8843 -0.0130 -0.0910 -1.3470 -2.6505 -0.0420 -0.0620 -1.9635 -0.5343 -0.0210 -1.2943 -0.0370 -0.0400 -0.4003 -2.1655 0.0240 -0.1490 -3.2521 -0.9513 -0.0700 -0.1200 -2.7588 -0.2757 -0.0660 -0.0140 -0.0260 -0.3876 -3.7672 -0.1550 -0.5604 -0.0520 -0.8687 -1.1586 0.0030 -4.8832 -0.1166 -0.0610 -1.4097 -1.6836 -0.2093 -0.0310 -1.4276 -0.0350 -0.0090 -1.2614 -0.0889 -0.0390 -0.2317 -2.0274 -0.0290 -0.1570 -1.3083 -0.0620 -0.0520 -0.0070
ZINC000470670889  -0.2005 -0.1640 -2.4259 -0.2413 -0.3051 -0.1811 -0.0230 -0.0140 -0.1628 -1.3797 -0.0410 -0.0970 -1.7381 -4.3312 -0.0670 -0.0680 -2.1024 -1.6541 -0.0300 -1.5806 -0.0430 -0.0370 -0.4960 -3.0384 -0.0250 -0.0730 -2.4703 -0.7637 -0.0200 -0.0730 -1.8885 -0.0330 -0.0210 -0.0710 0.0161 -2.5358 -4.3842 -0.4120 -0.1050 -0.0050 -0.0230 -0.0620 -0.0130 -0.8139 -0.0320 -0.0260 -0.5867 -0.9522 -0.0471 -0.0850 -1.4093 -1.7547 -0.2359 -1.9459 -1.5109 -0.1090 -0.3080 -4.4165 -0.1673 -0.0650 -0.4884 -0.0520 -0.0210 -0.0040
