Comp_ID  81 81 82 83 84 85 86 87 88 89 90 91 92 101 102 103 104 105 106 107 112 115 117 120 121 124 128 136 137 138 151 152 153 154 155 156 157 158 159 160 161 162 163 198 200 202 203 204 205 206 212 213 214 215 216 217 218 219 367 368 369 371 375 1020 1029 1031 1032 1033 1034 1035 1036 1134 1135 1181 1185 1189 1237 1238 1251 1252 1253 1254 1344 1352 1353
mol_01  -0.1190 -1.4249 -0.6415 -1.4700 -3.6662 -2.2212 -3.3141 -0.9923 -0.9268 -3.8605 -0.0640 -0.0872 -0.0630 -0.2820 -1.3525 -0.1910 -11.7304 -0.3462 -1.3579 -0.0410 -0.1600 -0.0070 -0.4979 -0.0300 1.0491 -0.0294 -0.1220 -0.9159 0.0420 -0.0860 -0.1520 -2.4041 1.5464 -1.4726 -3.0767 -0.2158 -0.0500 -0.0180 -0.1410 -0.0170 -0.0240 -0.0180 -0.0370 -0.0492 -0.2758 -0.4197 -0.1100 -2.3381 -0.0540 -0.0910 -0.2120 -0.1120 -1.4510 -2.2012 -0.0785 -0.1010 -0.0170 -0.0120 -1.3399 -0.0210 -0.0300 0.0000 0.0000 0.0010 0.0000 0.0010 -0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_02  -0.1340 -1.3116 -1.1509 -1.8185 -2.5838 -0.3692 -1.4329 -1.1722 -0.7694 -4.3663 -0.0300 -0.0838 -0.0680 -0.2750 -1.3693 -0.2290 -14.6029 -0.5880 -0.9332 -0.0050 -0.0130 0.0000 -0.0643 -0.0190 1.2525 -0.0929 -0.1080 -0.9532 0.0240 -0.1040 -0.1410 -2.3273 1.1530 -1.9752 -3.1749 -0.1472 -0.0530 -0.0090 -0.1460 -0.0210 -0.0290 -0.0150 -0.0490 -0.3277 -0.6163 -0.8464 -0.1020 -2.6332 -0.0260 -0.0830 -0.1790 -0.1370 -1.5622 -2.9728 -0.0260 -0.0920 0.0120 -0.0170 -1.2537 -0.0290 -0.0440 -0.0630 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.0250 0.0020 -0.0380 -0.0120 -0.0150 -0.0230 -0.0330 -0.0300 -0.4398 -0.1245 -0.0060 0.0000 0.0000 0.0000 0.0000
mol_03  -0.1220 -1.3602 -1.4513 -2.1090 -2.2016 -0.3616 -0.8519 -1.5337 -0.4434 -3.6526 -0.0020 -0.0660 -0.0440 -0.2170 -1.3487 -0.2080 -11.8025 0.2551 -0.8800 -0.0090 -0.0090 -0.0050 -0.1083 -0.0190 0.7122 -0.0843 -0.1160 -0.9623 0.0290 -0.0800 -0.1280 -2.1945 1.4105 -0.7946 -0.1555 -0.2049 -0.0370 -0.0069 -0.2497 -0.0320 -0.0410 -0.0290 -0.0250 -0.3865 -1.6798 -0.9538 -0.1200 -2.7035 -0.0590 -0.0830 -0.1540 -0.1400 -1.6548 -1.8154 -0.0100 -0.0840 0.0030 -0.0070 -1.1722 -0.0260 -0.0450 -0.0060 0.0050 0.0010 -0.0050 0.0010 -0.0010 0.0000 0.0020 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0010 0.0020 0.0000 -0.0020
mol_04  -0.1160 -1.2556 -0.7938 -2.2519 -2.5402 -0.4183 -1.3426 -1.2490 -1.0798 -3.8211 -0.0180 -0.0803 -0.0680 -0.2730 -1.4064 -0.2280 -13.9363 -0.5420 -0.9589 -0.0120 -0.0150 -0.0060 -0.1662 -0.0240 1.5295 -0.0923 -0.1080 -0.9467 0.0210 -0.1010 -0.1380 -2.2865 1.1614 -2.0034 -3.2566 -0.1510 -0.0500 -0.0023 -0.1530 -0.0220 -0.0330 -0.0170 -0.0190 -0.4269 -0.7700 -0.5694 -0.0990 -2.5532 -0.0310 -0.0830 -0.1750 -0.1300 -1.5159 -3.0106 -0.0230 -0.0900 0.0030 -0.0160 -1.2220 -0.0270 -0.0340 -0.0020 0.0020 0.0030 -0.0030 -0.0120 -0.0050 -0.0010 0.0000 0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_05  -0.1670 -1.3064 -1.3806 -2.1172 -1.7612 -0.1728 -0.8971 -1.0522 -1.5431 -4.1233 -0.0520 -0.0720 -0.0460 -0.0480 -1.4705 -0.2060 -13.8765 -0.4567 -0.9540 -0.0160 -0.0140 -0.0020 -0.2735 -0.0240 1.4471 -0.1272 -0.0380 -0.7999 -0.0980 -0.1000 -0.0270 -2.0651 -3.8551 -1.6200 -2.9789 -0.0035 -0.1020 -0.1070 -0.0850 -0.0130 -0.0230 -0.0190 0.0110 -0.0810 -0.2007 -0.1920 -0.0780 -2.4774 0.0500 -0.0590 -0.0410 -0.1490 -1.4795 -2.0440 -0.0310 -0.1240 0.0160 -0.0570 -1.0099 -0.0160 -0.0643 -0.0470 -0.0030 0.0030 -0.0010 0.0020 -0.0020 0.0000 0.0010 0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_06  -0.1030 -1.1584 -0.6294 -2.0488 -2.6993 -0.4132 -1.6887 -1.1417 -0.8865 -3.2518 -0.0170 -0.0804 -0.0650 -0.2720 -1.2964 -0.2250 -14.0931 -0.7948 -0.9529 -0.0140 -0.0250 -0.0020 -0.2038 -0.0250 1.3390 -0.1132 -0.1260 -1.0292 0.0210 -0.1140 -0.1350 -2.3512 1.2140 -1.6956 -2.8282 -0.1403 -0.0440 0.0050 -0.2011 -0.0280 -0.0380 -0.0190 -0.0796 -0.6969 -1.6368 -0.9513 -0.1270 -2.6977 -0.0360 -0.0870 -0.2100 -0.1370 -1.7633 -2.8043 -0.0440 -0.0720 -0.0030 -0.0130 -1.0616 -0.0260 -0.0330 -0.0040 0.0010 0.0000 -0.0010 0.0000 -0.0010 0.0000 0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_07  -0.1410 -1.1810 -0.7027 -2.0015 -1.7075 -0.3470 -0.9189 -1.0182 -1.8221 -3.8207 -0.1040 -0.0800 -0.0410 -0.0320 -1.4828 -0.2100 -12.2043 -0.6595 -0.5953 -0.0140 -0.0310 -0.0060 -0.0732 -0.0190 1.3197 -0.1358 -0.0330 -0.8301 -0.1070 -0.1000 -0.0210 -2.0472 -4.5213 -1.7048 -3.1157 -0.0083 -0.1000 -0.1030 -0.1240 -0.0140 -0.0260 -0.0180 0.0230 -0.6476 -0.7442 -0.4342 -0.0950 -2.4404 0.0450 -0.0570 -0.0290 -0.1530 -1.6913 -2.1513 -0.0320 -0.0710 0.0100 -0.0510 -0.9377 -0.0150 -0.0420 -0.0030 0.0020 0.0000 0.0000 0.0010 -0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_08  -0.0850 -1.1984 -0.6783 -1.7825 -2.2129 -0.3002 -0.8610 -1.5675 -0.3395 -3.8214 -0.0220 -0.0845 -0.0690 -0.2780 -1.2440 -0.1910 -11.9517 0.2779 -0.8685 -0.0110 -0.0260 -0.0060 -0.0912 -0.0210 1.3424 -0.0908 -0.1100 -0.9728 0.0270 -0.0930 -0.1340 -2.3132 1.2424 -1.9107 -3.2198 -0.1630 -0.0510 -0.0001 -0.1560 -0.0220 -0.0260 -0.0170 -0.0370 -0.2226 -0.6153 -0.6251 -0.1040 -2.6399 -0.0300 -0.0830 -0.1840 -0.1330 -1.6268 -2.9215 -0.0150 -0.0600 -0.0070 -0.0120 -1.3045 -0.0260 -0.0360 0.0000 0.0010 0.0040 -0.0010 0.0010 -0.0040 0.0000 0.0010 0.0020 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_09  -0.1060 -1.2395 -0.4986 -2.0448 -4.8156 -2.9720 -1.9397 -0.9849 -0.9907 -3.0134 -0.0260 -0.0821 -0.0650 -0.2690 -1.4488 -0.2300 -15.3968 -0.3780 -0.9805 -0.0090 -0.0390 0.0030 -0.0330 -0.0150 1.7447 -0.0991 -0.1200 -1.0393 0.0250 -0.1100 -0.1320 -2.3931 1.2632 -1.9628 -3.1703 -0.1640 -0.0420 0.0081 -0.1700 -0.0240 -0.0340 -0.0150 -0.0640 -0.3239 -0.3506 -0.3632 -0.1080 -2.5270 -0.0400 -0.0870 -0.1960 -0.1410 -1.6569 -2.4604 -0.0150 -0.1060 0.0160 -0.0100 -1.1694 -0.0300 -0.0270 -0.0040 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.0020 0.0030 -0.1343 -0.0847 -0.0480 -0.4714 -1.6864 -0.1320 -1.2600 -1.1414 -0.0270 0.0000 0.0000 0.0000 0.0000
mol_10  -0.1150 -1.2555 -0.8026 -2.6694 -2.6630 -0.6955 -1.3718 -0.9915 -1.1025 -3.6131 -0.0620 -0.0860 -0.0670 -0.2770 -1.3791 -0.1990 -13.0249 -0.5880 -0.7624 0.0150 -0.0350 0.0170 -0.1183 -0.0120 1.0977 -0.0809 -0.1200 -1.0069 0.0290 -0.0870 -0.1400 -2.3801 1.5063 -1.6638 -3.1099 -0.1775 -0.0500 -0.0100 -0.1720 -0.0210 -0.0360 -0.0190 -0.0220 -0.3230 -1.1552 -0.9840 -0.1160 -2.3630 -0.0380 -0.0890 -0.2120 -0.1370 -1.8961 -0.8653 -0.0770 -0.0780 0.0030 -0.0140 -1.1947 -0.0270 -0.0360 0.0010 0.0010 0.0000 0.0000 0.0000 -0.0010 0.0000 0.0000 0.0000 -0.1405 0.0010 -0.2323 -0.8895 0.0090 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_11  -0.1500 -1.5743 -0.3183 -1.9096 -1.1123 -0.0688 -0.0520 -0.0670 -0.2121 -3.9327 -0.1300 -0.1020 -0.0400 -0.0040 -1.4773 -0.1610 -8.1864 -0.0550 -0.1152 -0.0040 -0.0080 -0.0020 -0.0466 -0.0150 1.4687 -0.0995 -0.0470 -0.7833 -0.1060 -0.1040 -0.0110 -1.5386 -4.4468 -1.5067 -3.0599 -0.0192 -0.1200 -0.1706 -0.3700 -0.0280 -0.0960 -0.0440 0.0540 -0.4187 -1.2943 -0.1351 -0.1060 -2.8276 0.0510 -0.0650 -0.0430 -0.1710 -1.6578 -1.9790 -0.0071 -0.0710 0.0140 -0.0700 -1.2031 -0.0310 -0.1681 -0.0020 0.0000 -0.0020 -0.0010 -0.0060 -0.0030 -0.0010 -0.0040 -0.0330 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_12  -0.1000 -1.2089 -0.3662 -0.7128 -2.2482 -1.3294 12.4677 -1.1492 -1.1567 -2.9985 -0.1130 -0.0840 -0.0190 0.0030 -1.5480 -0.1890 -12.7656 -0.6301 -1.1743 -0.0630 -0.0340 -0.0600 -0.7018 -0.0390 1.3979 -0.1146 -0.0370 -0.6938 -0.0760 -0.1010 -0.0240 -1.8311 -2.5407 -0.2497 -0.7140 -0.1106 -0.0680 -0.1370 -0.0840 -0.0070 -0.0150 -0.0150 0.0190 -0.1070 -0.2309 -0.2487 -0.0680 -2.5249 0.0070 -0.0430 -0.0100 -0.1480 -1.7118 -0.9000 -0.0508 -0.1200 0.0000 -0.0430 -0.8320 -0.0080 -0.0260 -0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_13  -0.1330 -1.1632 -0.4586 -1.4340 -2.3081 -1.6270 -3.5525 -1.6989 -0.7284 -3.3317 -0.0410 -0.0810 -0.0330 -0.0250 -1.6004 -0.1910 -8.5051 0.0838 -0.7513 -0.0020 -0.2600 0.0090 -0.0847 -0.0200 0.9955 -0.0947 -0.0460 -0.7127 -0.0860 -0.1250 -0.0400 -1.9623 -3.4793 -0.9098 -1.9473 -0.0660 -0.0820 -0.1490 -0.0750 -0.0150 -0.0260 -0.0180 -0.0090 -0.2494 -0.1273 -0.4485 -0.0700 -2.4730 0.0420 -0.0560 -0.0110 -0.1620 -1.6942 -2.0113 -0.0995 -0.0966 -0.0410 -0.0490 -1.0527 -0.0120 -0.0240 -0.0030 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.0140 0.0020 -0.0720 -0.0250 0.0070 0.0190 -0.1385 -0.1320 31.3322 1.1203 -0.0310 0.0000 0.0000 0.0000 0.0000
mol_14  -0.0930 -1.2734 -0.7100 -1.1546 -1.7046 -0.4468 -0.8691 -1.3669 -1.3110 -3.9164 -0.0130 -0.0898 -0.0720 -0.2880 -1.4391 -0.1900 -14.6532 -0.7407 -1.0709 -0.0440 -0.0210 -0.0180 -0.3796 -0.0310 1.3449 -0.0968 -0.1180 -1.0166 0.0270 -0.0940 -0.1320 -2.2633 1.1846 -2.1492 -2.7477 -0.1586 -0.0450 0.0087 -0.1620 -0.0130 -0.0210 -0.0140 0.0320 -0.1709 -0.4054 -0.3877 -0.1120 -2.4694 -0.0280 -0.0870 -0.1900 -0.1410 -2.0608 -1.2689 -0.1117 -0.1520 0.0120 -0.0100 -1.2457 -0.0270 -0.0330 0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
mol_15  -0.1380 -1.1382 0.2401 -0.2252 -1.0836 -0.2192 -0.2671 -0.9452 -0.8127 -4.0202 -0.1180 -0.0750 -0.0270 -0.0080 -1.4443 -0.2330 -13.5600 -0.0916 -0.1758 0.0010 -0.0040 0.0000 -0.0100 -0.0160 2.3829 -0.1418 -0.0410 -0.8395 -0.1000 -0.0950 -0.0210 -2.0861 -3.6069 -1.0561 -2.7596 -0.0286 -0.1020 -0.1505 -0.1040 -0.0180 -0.0390 -0.0220 -0.0960 -0.2564 -0.6840 -1.0044 -0.1030 -2.7703 0.0290 -0.0560 -0.0330 -0.1780 -1.9674 -3.2389 -0.1020 -0.0780 0.0020 -0.0520 -0.9325 -0.0130 -0.0779 -0.0060 0.0010 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.0060 0.0000 -0.0220 -0.0200 -0.0210 -0.0450 -0.0853 -0.0300 -1.4992 -1.0097 -0.0100 0.0000 0.0000 0.0000 0.0000
mol_16  -0.2140 -1.8337 -0.6250 -1.2808 -2.0837 -0.3465 -1.1256 -0.7578 -0.6485 -4.2981 -0.1490 -0.1060 -0.0480 -0.0530 -1.5485 -0.2100 -11.0014 -0.6930 -1.0221 -0.0100 -0.0020 -0.0010 -0.0964 -0.0170 0.8296 -0.1818 -0.0350 3.7334 -0.1753 -0.1020 -0.0190 -2.0800 -3.8068 -2.9088 -3.9544 0.0663 -0.0940 -0.2110 -0.1226 -0.0290 -0.0490 -0.0280 0.0230 -0.2338 -1.0584 -0.5229 -0.1140 -2.9067 0.0780 -0.0770 -0.0550 -0.1590 -1.4983 -2.2285 -0.0570 -0.0880 0.0080 -0.0550 -1.0325 -0.0020 -0.0290 -0.0080 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 -0.0360 -0.0070 -0.0110 -0.0120 -0.0030 -0.0140 -0.0110 -0.0210 -0.2018 -0.3674 0.0010 0.0000 0.0000 0.0000 0.0000
