Comp_ID  1 1 76 81 101 103 104 105 106 107 108 109 110 111 112 115 155 158 159 160 161 162 163 167 168 174 177 178 179 180 181 187 188 189 190 191 192 194 195 196 247 251 252 254 255 256 257 258 259 261 280 281 283 284 285
ZINC000010198221  -0.0010 -0.0370 -0.0130 -0.0750 -0.0432 -0.7874 -0.8797 -0.1610 -2.2142 -2.6615 -0.1587 -0.0970 -1.3663 -1.5681 -0.0410 -0.0300 -0.1246 -1.4395 -0.0718 -0.0350 -0.9293 -0.0660 -0.1158 -0.8180 -0.0390 -0.0864 -0.7648 -6.3574 -0.2071 -1.1858 -0.1110 -1.0524 -0.0550 -0.0600 -2.1153 -1.1494 -0.0360 -0.3457 -0.3090 -0.0380 -1.9857 -0.0240 -2.5379 -2.4571 -0.0720 -0.3404 -1.2669 -0.0422 -0.1280 -0.0560 -1.6449 -0.0220 -0.0820 -0.0947 -0.0070
ZINC000074790767  -0.0010 -0.0230 -0.0250 -0.0230 -0.0822 -0.6924 -0.2416 -0.0337 -1.1877 -1.7537 -0.1001 -0.0370 -1.5053 -1.6039 -0.0410 -0.0590 -1.1823 -1.9386 -0.0475 -0.1111 -3.5557 -0.0210 -0.0790 -0.5377 -0.0290 -0.0723 -1.4826 -5.1789 -0.1752 -3.9599 -0.4763 -0.3910 -0.0400 -0.0660 -2.8237 -0.7089 -0.0700 -1.0778 -0.1235 -0.0300 -1.6478 -0.0210 -1.9805 -1.8707 -0.0480 -0.1450 -0.3629 -0.0240 -0.0510 -0.0280 -0.9966 -0.0140 -0.0600 -0.0897 -0.0070
ZINC000081089862  0.0000 -0.0380 0.0190 -0.0200 -0.0331 -0.5994 -0.2761 -0.1260 -2.0385 -2.5055 -0.0624 -0.1940 -1.9227 -2.1343 -0.0730 0.0281 -0.9494 -1.9707 -0.0186 -0.0732 -2.0117 -0.0300 -0.0649 -0.9698 -0.0410 -0.1698 -1.3695 -6.4026 -0.2050 -4.9141 -0.8095 -0.5651 -0.0770 -0.0610 -2.7884 -0.7892 -0.0570 -0.4390 -0.0646 0.0180 -1.4820 -0.0180 -2.7979 -1.9280 -0.0856 -0.1569 -0.3034 -0.0978 -0.0480 0.0030 -0.3376 -0.0590 -0.1400 -0.0102 0.0070
ZINC000092585174  -0.0020 -0.0350 -0.0140 0.0090 -0.0030 -0.0439 -0.2338 -0.1100 -2.0055 -2.1848 -0.1489 -0.1050 -1.7221 -2.2703 -0.0390 -0.0157 -1.1788 -2.4809 0.0179 -0.1190 -3.2219 -0.0180 -0.0610 -0.4454 -0.0420 -0.1072 -1.2058 -5.4525 -0.2190 -4.7113 -0.4413 -0.3560 -0.0230 -0.0520 -2.7959 -0.8669 -0.0280 -1.1451 -0.1571 -0.0490 -1.3474 -0.0300 -2.2070 -2.1149 -0.0650 -0.2438 -0.6170 -0.0675 -0.0890 -0.0490 -0.8684 -0.0080 -0.0303 -0.2180 -0.0050
ZINC000096999692  -0.0050 -0.0330 -0.0220 -0.0260 -0.0370 -0.9938 -0.4637 -0.0880 -1.7193 -2.5681 -0.1446 -0.0920 -1.7224 -1.0850 -0.0330 0.0110 -0.2407 -1.4206 -0.0184 -0.0886 -1.3778 -0.0330 -0.0377 -0.9166 -0.0420 -0.0941 -1.4808 -5.0943 -0.1370 -1.5007 -0.1662 -1.4852 -0.1259 -0.0220 -1.5154 -1.1894 -0.0270 -0.1475 -0.0960 -0.0370 -1.8685 -0.0310 -1.5145 -1.8605 -0.0670 -0.4221 -1.3846 -0.1117 -0.1190 -0.0880 -1.6302 0.0000 -0.0570 -0.1564 -0.0070
ZINC000103090424  -0.0020 -0.6690 -0.7170 -0.1230 -0.0600 -1.3121 -1.1110 -0.2026 -2.8431 -2.6545 -0.1525 -0.7770 -1.9774 -1.1423 -0.0470 0.0110 -0.1615 -1.2586 -0.0843 -0.1030 -2.0691 -0.1978 -0.0663 -0.6036 -0.1000 -0.0810 -1.8025 -5.3923 -0.1530 -4.4461 -0.1130 -0.6503 -0.0873 -0.0870 -2.9262 -0.4273 -0.0390 -0.0908 -0.1108 -0.0260 -2.5845 -0.0420 -2.6791 -2.0244 -0.0740 -0.0825 -0.3007 -0.1024 -0.0320 -0.0300 -1.4480 -0.1060 -1.0510 -1.7832 -0.2304
ZINC000115907437  -0.0040 -0.0380 -0.0200 -0.0250 -0.0726 -1.2505 -0.4058 -0.0870 -2.2946 -2.2849 -0.1362 -0.1420 -2.1771 -1.7589 -0.0410 -0.1093 -1.5232 -1.9433 -0.0498 -0.0819 -1.6234 -0.0200 -0.0620 -1.0262 -0.0320 -0.1542 -1.6388 -4.7585 -0.0880 -1.4103 -0.1040 -0.0918 -0.0020 -0.0400 -2.7946 -0.4944 -0.0270 -1.2672 -0.1834 -0.0280 -1.8446 -0.0090 -1.5061 -1.1230 -0.0020 -0.0870 -0.1625 -0.0200 -0.0200 -0.0290 -0.7723 -0.0210 -0.0810 -0.2958 -0.0020
ZINC000151209032  -0.0010 -0.0250 -0.0140 -0.1050 -0.0730 -1.4928 -1.0542 -0.1136 -0.9580 -1.8658 -0.0970 -0.1040 -2.5811 -1.7577 -0.4110 -0.0140 -0.1176 -1.0457 -0.0420 -0.0630 -1.4368 -0.0710 -0.0435 -0.7514 -0.0280 -0.0750 -0.8720 -5.3470 -0.0940 -1.9620 -0.1247 -1.3576 -0.1060 -0.0580 -2.8189 -0.3690 -0.0790 -0.6404 -1.4430 -0.3810 -2.1656 -0.0730 -2.1482 -2.8906 -0.1027 -0.1135 -0.8517 -0.1769 -0.0510 -0.0460 -0.0449 -0.0090 -0.0554 -0.0570 -0.0060
ZINC000157665999  -0.0010 -0.0380 0.0130 -0.0190 -0.0150 -0.3035 -0.3011 -0.1390 -2.1538 -2.6741 -0.0749 -0.2320 -2.1640 -1.7315 -0.0540 -0.0320 -1.2481 -2.6761 -0.0090 -0.1230 -3.6027 -0.0170 -0.2080 -0.8138 -0.0410 -0.1645 -1.8502 -6.3339 -0.1721 -4.0873 -0.5088 -0.7355 -0.0640 -0.0220 -2.8331 -0.8932 0.0020 -0.4155 -0.0670 -0.0040 -1.2014 -0.0180 -2.4765 -1.9765 -0.0701 -0.1787 -0.3690 -0.0851 -0.0630 -0.0130 -0.7254 -0.0450 -0.1207 -0.0332 0.0020
